idbuildings,building_name,year_opened,composition,additional_comp,filter_on,architectural_element,AE_type,element_type,comp_quant,year_added,idlocation,location,lat,longitude,idcitation,cit_short,pg
7,"Grote Sjoel (Great Synagogue)",1671,f7n,r7b,roofline,cornice,"roofline cornice","cornice: roofline cornice",1,1671,1,"Amsterdam, Netherlands",52.367274,4.903893,NULL,NULL,NULL
7,"Grote Sjoel (Great Synagogue)",1671,f7s,r7b,roofline,cornice,"roofline cornice","cornice: roofline cornice",1,1671,1,"Amsterdam, Netherlands",52.367274,4.903893,NULL,NULL,NULL
7,"Grote Sjoel (Great Synagogue)",1671,f7e,r7b,roofline,cornice,"roofline cornice","cornice: roofline cornice",1,1671,1,"Amsterdam, Netherlands",52.367274,4.903893,NULL,NULL,NULL
7,"Grote Sjoel (Great Synagogue)",1671,f7w,r7a,roofline,cornice,"roofline cornice","cornice: roofline cornice",1,1671,1,"Amsterdam, Netherlands",52.367274,4.903893,NULL,NULL,NULL
7,"Grote Sjoel (Great Synagogue)",1671,f7w,r7a,roofline,pediment,triangular,"pediment: triangular",1,1671,1,"Amsterdam, Netherlands",52.367274,4.903893,NULL,NULL,NULL
7,"Grote Sjoel (Great Synagogue)",1671,f7w,r7a,roofline,cornice,"raking cornice","cornice: raking cornice",1,1671,1,"Amsterdam, Netherlands",52.367274,4.903893,NULL,NULL,NULL
7,"Grote Sjoel (Great Synagogue)",1671,f7w,r7a,roofline,"window frame",circular,"window frame: circular",1,1671,1,"Amsterdam, Netherlands",52.367274,4.903893,NULL,NULL,NULL
17,"Berakha ve Shalom Synagogue",1685,f17w,r17a,roofline,roof,"Dutch gable","roof: Dutch gable",1,1685,10,"Jodensavanne, Suriname",5.429176,-54.984273,NULL,NULL,NULL
17,"Berakha ve Shalom Synagogue",1685,f17e,r17a,roofline,roof,"Dutch gable","roof: Dutch gable",1,1685,10,"Jodensavanne, Suriname",5.429176,-54.984273,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,f4w,r4a,roofline,cornice,"classical cornice","cornice: classical cornice",1,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,f4e,r4a,roofline,cornice,"classical cornice","cornice: classical cornice",1,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,f4w,r4a,roofline,cornice,"roofline cornice","cornice: roofline cornice",1,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,f4e,r4a,roofline,cornice,"roofline cornice","cornice: roofline cornice",1,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,f4w,r4a,roofline,balustrade,,balustrade,2,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,f4e,r4a,roofline,balustrade,,balustrade,2,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,f4w,r4a,roofline,pedestal,,pedestal,4,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,f4e,r4a,roofline,pedestal,,pedestal,4,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,f4w,r4a,roofline,parapet,plain,"parapet: plain",1,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,f4e,r4a,roofline,parapet,plain,"parapet: plain",1,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,f4w,r4a,roofline,"sculpted ornament",vase,"sculpted ornament: vase",4,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,f4e,r4a,roofline,"sculpted ornament",vase,"sculpted ornament: vase",4,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,f4n,r4b,roofline,cornice,"classical cornice","cornice: classical cornice",1,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,f4s,r4b,roofline,cornice,"classical cornice","cornice: classical cornice",1,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,f4n,r4b,roofline,cornice,"roofline cornice","cornice: roofline cornice",1,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,f4s,r4b,roofline,cornice,"roofline cornice","cornice: roofline cornice",1,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,f4n,r4b,roofline,balustrade,,balustrade,4,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,f4s,r4b,roofline,balustrade,,balustrade,4,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,f4n,r4b,roofline,pedestal,,pedestal,6,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,f4s,r4b,roofline,pedestal,,pedestal,6,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,f4n,r4b,roofline,parapet,plain,"parapet: plain",1,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,f4s,r4b,roofline,parapet,plain,"parapet: plain",1,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,f4n,r4b,roofline,"sculpted ornament",vase,"sculpted ornament: vase",4,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,f4s,r4b,roofline,"sculpted ornament",vase,"sculpted ornament: vase",4,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
146,"High German synagogue",1648,f146n,r146a,roofline,parapet,"stepped gable","parapet: stepped gable",3,1648,1,"Amsterdam, Netherlands",52.367887,4.901825,87,"Agt, 1974",20
146,"High German synagogue",1648,f146s,r146a,roofline,parapet,"stepped gable","parapet: stepped gable",3,1648,1,"Amsterdam, Netherlands",52.367887,4.901825,87,"Agt, 1974",20
11,"Nieuwe Synagoge",1752,f11n,r11a,roofline,"sculpted ornament",,"sculpted ornament",2,1752,1,"Amsterdam, Netherlands",52.367077,4.904008,87,"Agt, 1974",60
11,"Nieuwe Synagoge",1752,f11e,r11a,roofline,"sculpted ornament",,"sculpted ornament",2,1752,1,"Amsterdam, Netherlands",52.367077,4.904008,87,"Agt, 1974",NULL
11,"Nieuwe Synagoge",1752,f11n,r11a,roofline,pedestal,,pedestal,4,1752,1,"Amsterdam, Netherlands",52.367077,4.904008,87,"Agt, 1974",60
11,"Nieuwe Synagoge",1752,f11e,r11a,roofline,pedestal,,pedestal,4,1752,1,"Amsterdam, Netherlands",52.367077,4.904008,87,"Agt, 1974",NULL
11,"Nieuwe Synagoge",1752,f11n,r11a,roofline,balustrade,,balustrade,4,1752,1,"Amsterdam, Netherlands",52.367077,4.904008,87,"Agt, 1974",60
11,"Nieuwe Synagoge",1752,f11e,r11a,roofline,balustrade,,balustrade,4,1752,1,"Amsterdam, Netherlands",52.367077,4.904008,87,"Agt, 1974",NULL
11,"Nieuwe Synagoge",1752,f11n,r11a,roofline,cornice,"roofline cornice","cornice: roofline cornice",1,1752,1,"Amsterdam, Netherlands",52.367077,4.904008,87,"Agt, 1974",60
11,"Nieuwe Synagoge",1752,f11e,r11a,roofline,cornice,"roofline cornice","cornice: roofline cornice",1,1752,1,"Amsterdam, Netherlands",52.367077,4.904008,87,"Agt, 1974",NULL
11,"Nieuwe Synagoge",1752,f11n,r11a,roofline,pediment,scrolled,"pediment: scrolled",1,1752,1,"Amsterdam, Netherlands",52.367077,4.904008,87,"Agt, 1974",60
11,"Nieuwe Synagoge",1752,f11e,r11a,roofline,pediment,scrolled,"pediment: scrolled",1,1752,1,"Amsterdam, Netherlands",52.367077,4.904008,87,"Agt, 1974",NULL
14,"Beth Elohim Synagogue",1794,f14w,r14a,roofline,cornice,"roofline cornice","cornice: roofline cornice",1,1794,23,"Charleston, United States",32.782300,-79.932732,94,"Ackermann, 2007",164
14,"Beth Elohim Synagogue",1794,f14w,r14a,roofline,pediment,triangular,"pediment: triangular",1,1794,23,"Charleston, United States",32.782300,-79.932732,94,"Ackermann, 2007",164
14,"Beth Elohim Synagogue",1794,f14w,r14a,roofline,cornice,"raking cornice","cornice: raking cornice",1,1794,23,"Charleston, United States",32.782300,-79.932732,94,"Ackermann, 2007",164
14,"Beth Elohim Synagogue",1794,f14w,r14b,roofline,roof,gable,"roof: gable",1,1794,23,"Charleston, United States",32.782300,-79.932732,94,"Ackermann, 2007",164
14,"Beth Elohim Synagogue",1794,f14e,r14b,roofline,roof,gable,"roof: gable",1,1794,23,"Charleston, United States",32.782300,-79.932732,94,"Ackermann, 2007",164
14,"Beth Elohim Synagogue",1794,f14w,r14b,roofline,cornice,"roofline cornice","cornice: roofline cornice",1,1794,23,"Charleston, United States",32.782300,-79.932732,94,"Ackermann, 2007",164
14,"Beth Elohim Synagogue",1794,f14e,r14b,roofline,cornice,"roofline cornice","cornice: roofline cornice",1,1794,23,"Charleston, United States",32.782300,-79.932732,94,"Ackermann, 2007",164
14,"Beth Elohim Synagogue",1794,f14n,r14c,roofline,cornice,"roofline cornice","cornice: roofline cornice",1,1794,23,"Charleston, United States",32.782300,-79.932732,NULL,NULL,NULL
14,"Beth Elohim Synagogue",1794,f14s,r14c,roofline,cornice,"roofline cornice","cornice: roofline cornice",1,1794,23,"Charleston, United States",32.782300,-79.932732,NULL,NULL,NULL
14,"Beth Elohim Synagogue",1794,f14w,r14d,roofline,plinth,,"plinth: ",2,1794,23,"Charleston, United States",32.782300,-79.932732,NULL,NULL,NULL
14,"Beth Elohim Synagogue",1794,f14w,r14d,roofline,cornice,"element cap cornice","cornice: element cap cornice",1,1794,23,"Charleston, United States",32.782300,-79.932732,NULL,NULL,NULL
14,"Beth Elohim Synagogue",1794,f14w,r14d,roofline,cornice,"roofline cornice","cornice: roofline cornice",1,1794,23,"Charleston, United States",32.782300,-79.932732,NULL,NULL,NULL
0,"Bevis Marks Synagogue",1701,f0w,e0a,entrance,"door frame",flat-headed,"door frame: flat-headed",1,1701,8,"London, England",51.514473,-0.078938,NULL,NULL,NULL
0,"Bevis Marks Synagogue",1701,f0w,e0a,entrance,architrave,simple,"architrave: simple",1,1701,8,"London, England",51.514473,-0.078938,NULL,NULL,NULL
0,"Bevis Marks Synagogue",1701,f0w,e0a,entrance,console,scrolled,"console: scrolled",2,1701,8,"London, England",51.514473,-0.078938,NULL,NULL,NULL
0,"Bevis Marks Synagogue",1701,f0w,e0a,entrance,plinth,square,"plinth: square",1,1701,8,"London, England",51.514473,-0.078938,NULL,NULL,NULL
0,"Bevis Marks Synagogue",1701,f0w,e0a,entrance,pediment,segmental,"pediment: segmental",1,1701,8,"London, England",51.514473,-0.078938,NULL,NULL,NULL
0,"Bevis Marks Synagogue",1701,f0w,e0a,entrance,tympanum,panelled,"tympanum: panelled",1,1701,8,"London, England",51.514473,-0.078938,NULL,NULL,NULL
0,"Bevis Marks Synagogue",1701,f0w,e0a,entrance,door,"double panelled","door: double panelled",1,1701,8,"London, England",51.514473,-0.078938,NULL,NULL,NULL
0,"Bevis Marks Synagogue",1701,f0w,e0a,entrance,cornice,"element cap cornice","cornice: element cap cornice",1,1701,8,"London, England",51.514473,-0.078938,NULL,NULL,NULL
0,"Bevis Marks Synagogue",1701,f0w,e0a,entrance,keystone,panelled,"keystone: panelled",1,1701,8,"London, England",51.514473,-0.078938,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,f4w,e4a,entrance,"door frame",flat-headed,"door frame: flat-headed",1,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,f4w,e4a,entrance,architrave,simple,"architrave: simple",1,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,f4w,e4a,entrance,plinth,square,"plinth: square",1,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,f4w,e4a,entrance,capital,tuscan,"capital: tuscan",2,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,f4w,e4a,entrance,"column shaft",smooth,"column shaft: smooth",2,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,f4w,e4a,entrance,base,attic,"base: attic",2,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,f4w,e4a,entrance,cornice,"classical cornice","cornice: classical cornice",1,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,f4w,e4a,entrance,frieze,,frieze,1,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,f4w,e4a,entrance,door,"double panelled","door: double panelled",1,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
38,"Zur Israel Synagogue",1641,f38e,e38a,entrance,"door frame",flat-headed,"door frame: flat-headed",6,1641,2,"Recife, Brazil",-8.06131,-34.87132,49,"Cunha, 2007",42
38,"Zur Israel Synagogue",1641,f38e,e38a,entrance,architrave,,architrave,6,1641,2,"Recife, Brazil",-8.06131,-34.87132,49,"Cunha, 2007",42
33,"Mill Street Synagogue, Shearith Israel I",1730,f33n,e33a,entrance,architrave,,architrave,1,1730,24,"New York, United States",40.705016,-74.010199,8,"Stiefel, 2014",240
34,"Touro Synagogue",1763,f34wi,e34a,entrance,stoop,"square, 3 steps","stoop: square, 3 steps",1,1763,25,"Newport, United States",41.489444,-71.311944,53,"HABS, 1993","Sheet 4"
34,"Touro Synagogue",1763,f34wi,e34a,entrance,"door frame",flat-headed,"door frame: flat-headed",1,1763,25,"Newport, United States",41.489444,-71.311944,53,"HABS, 1993","Sheet 4"
34,"Touro Synagogue",1763,f34wi,e34a,entrance,door,"double panelled","door: double panelled",1,1763,25,"Newport, United States",41.489444,-71.311944,53,"HABS, 1993","Sheet 4"
34,"Touro Synagogue",1763,f34wi,e34a,entrance,entablature,,entablature,4,1763,25,"Newport, United States",41.489444,-71.311944,53,"HABS, 1993","Sheet 4"
34,"Touro Synagogue",1763,f34wi,e34a,entrance,pilaster,,pilaster,8,1763,25,"Newport, United States",41.489444,-71.311944,53,"HABS, 1993","Sheet 4"
34,"Touro Synagogue",1763,f34wi,e34a,entrance,"engaged column",smooth,"engaged column: smooth",2,1763,25,"Newport, United States",41.489444,-71.311944,53,"HABS, 1993","Sheet 4"
34,"Touro Synagogue",1763,f34wi,e34a,entrance,"column shaft",smooth,"column shaft: smooth",2,1763,25,"Newport, United States",41.489444,-71.311944,53,"HABS, 1993","Sheet 4"
34,"Touro Synagogue",1763,f34wi,e34a,entrance,capital,ionic,"capital: ionic",4,1763,25,"Newport, United States",41.489444,-71.311944,53,"HABS, 1993","Sheet 4"
34,"Touro Synagogue",1763,f34wi,e34a,entrance,capital,tuscan,"capital: tuscan",8,1763,25,"Newport, United States",41.489444,-71.311944,53,"HABS, 1993","Sheet 4"
34,"Touro Synagogue",1763,f34wi,e34a,entrance,base,attic,"base: attic",4,1763,25,"Newport, United States",41.489444,-71.311944,53,"HABS, 1993","Sheet 4"
34,"Touro Synagogue",1763,f34wi,e34a,entrance,plinth,square,"plinth: square",4,1763,25,"Newport, United States",41.489444,-71.311944,53,"HABS, 1993","Sheet 4"
34,"Touro Synagogue",1763,f34wi,e34a,entrance,arch,round,"arch: round",4,1763,25,"Newport, United States",41.489444,-71.311944,53,"HABS, 1993","Sheet 4"
34,"Touro Synagogue",1763,f34wi,e34a,entrance,cornice,"element cap cornice","cornice: element cap cornice",1,1763,25,"Newport, United States",41.489444,-71.311944,53,"HABS, 1993","Sheet 4"
34,"Touro Synagogue",1763,f34wi,e34a,entrance,cornice,"raking cornice","cornice: raking cornice",1,1763,25,"Newport, United States",41.489444,-71.311944,53,"HABS, 1993","Sheet 4"
34,"Touro Synagogue",1763,f34wi,e34a,entrance,pediment,triangular,"pediment: triangular",1,1763,25,"Newport, United States",41.489444,-71.311944,53,"HABS, 1993","Sheet 4"
34,"Touro Synagogue",1763,f34wi,e34a,entrance,tympanum,sunburst,"tympanum: sunburst",1,1763,25,"Newport, United States",41.489444,-71.311944,53,"HABS, 1993","Sheet 4"
34,"Touro Synagogue",1763,f34wii,e34b,entrance,"door frame",flat-headed,"door frame: flat-headed",1,1763,25,"Newport, United States",41.489444,-71.311944,53,"HABS, 1993","Sheet 4"
34,"Touro Synagogue",1763,f34wii,e34b,entrance,door,"single panelled","door: single panelled",1,1763,25,"Newport, United States",41.489444,-71.311944,53,"HABS, 1993","Sheet 4"
34,"Touro Synagogue",1763,f34wii,e34b,entrance,architrave,simple,"architrave: simple",2,1763,25,"Newport, United States",41.489444,-71.311944,53,"HABS, 1993","Sheet 4"
34,"Touro Synagogue",1763,f34wii,e34b,entrance,cornice,"element cap cornice","cornice: element cap cornice",1,1763,25,"Newport, United States",41.489444,-71.311944,53,"HABS, 1993","Sheet 4"
34,"Touro Synagogue",1763,f34wii,e34b,entrance,cornice,"raking cornice","cornice: raking cornice",1,1763,25,"Newport, United States",41.489444,-71.311944,53,"HABS, 1993","Sheet 4"
34,"Touro Synagogue",1763,f34wii,e34b,entrance,pediment,triangular,"pediment: triangular",1,1763,25,"Newport, United States",41.489444,-71.311944,53,"HABS, 1993","Sheet 4"
34,"Touro Synagogue",1763,f34wii,e34b,entrance,stoop,"square, 3 steps","stoop: square, 3 steps",1,1763,25,"Newport, United States",41.489444,-71.311944,53,"HABS, 1993","Sheet 4"
0,"Bevis Marks Synagogue",1701,f0w,e0a,entrance,stoop,"rectangle, 3 step","stoop: rectangle, 3 step",1,1701,8,"London, England",51.514473,-0.078938,NULL,NULL,NULL
1,"Creechurch Lane Synagogue",1657,f1n,e1a,entrance,"door frame",flat-headed,"door frame: flat-headed",1,1657,8,"London, England",51.513685,-0.079298,1,"Samuel, 1924",NULL
1,"Creechurch Lane Synagogue",1657,f1n,e1a,entrance,door,,door,1,1657,8,"London, England",51.513685,-0.079298,1,"Samuel, 1924",NULL
2,"Creechurch Lane Synagogue [1675]",1675,f2n,e2a,entrance,"door frame",flat-headed,"door frame: flat-headed",1,1675,8,"London, England",51.513685,-0.079298,1,"Samuel, 1924",NULL
2,"Creechurch Lane Synagogue [1675]",1675,f2n,e2a,entrance,door,"double panelled","door: double panelled",1,1675,8,"London, England",51.513685,-0.079298,1,"Samuel, 1924",NULL
2,"Creechurch Lane Synagogue [1675]",1675,f2n,e2a,entrance,"window frame",fan,"window frame: fan",1,1675,8,"London, England",51.513685,-0.079298,1,"Samuel, 1924",NULL
2,"Creechurch Lane Synagogue [1675]",1675,f2n,e2a,entrance,bench,,bench,2,1675,8,"London, England",51.513685,-0.079298,1,"Samuel, 1924",NULL
2,"Creechurch Lane Synagogue [1675]",1675,f2n,e2a,entrance,"column shaft",,"column shaft",2,1675,8,"London, England",51.513685,-0.079298,1,"Samuel, 1924",NULL
2,"Creechurch Lane Synagogue [1675]",1675,f2n,e2a,entrance,base,,base,2,1675,8,"London, England",51.513685,-0.079298,1,"Samuel, 1924",NULL
2,"Creechurch Lane Synagogue [1675]",1675,f2n,e2a,entrance,architrave,,architrave,1,1675,8,"London, England",51.513685,-0.079298,1,"Samuel, 1924",NULL
2,"Creechurch Lane Synagogue [1675]",1675,f2n,e2a,entrance,pediment,,pediment,1,1675,8,"London, England",51.513685,-0.079298,1,"Samuel, 1924",NULL
2,"Creechurch Lane Synagogue [1675]",1675,f2n,e2a,entrance,stoop,,stoop,1,1675,8,"London, England",51.513685,-0.079298,1,"Samuel, 1924",NULL
2,"Creechurch Lane Synagogue [1675]",1675,f2n,e2a,entrance,roof,,roof,1,1675,8,"London, England",51.513685,-0.079298,1,"Samuel, 1924",NULL
2,"Creechurch Lane Synagogue [1675]",1675,f2n,e2a,entrance,cornice,,cornice,1,1675,8,"London, England",51.513685,-0.079298,1,"Samuel, 1924",NULL
2,"Creechurch Lane Synagogue [1675]",1675,f2e,e2b,entrance,"door frame",flat-headed,"door frame: flat-headed",1,1675,8,"London, England",51.513685,-0.079298,1,"Samuel, 1924",NULL
2,"Creechurch Lane Synagogue [1675]",1675,f2e,e2b,entrance,door,"single panelled","door: single panelled",1,1675,8,"London, England",51.513685,-0.079298,1,"Samuel, 1924",NULL
43,"Mikve Israel Synagogue (IV)",1732,f43w,e43a,entrance,"engaged column",compound,"engaged column: compound",2,1732,6,"Willemstad, Curacao",12.105110,-68.932573,NULL,NULL,NULL
43,"Mikve Israel Synagogue (IV)",1732,f43w,e43a,entrance,capital,moulded,"capital: moulded",2,1732,6,"Willemstad, Curacao",12.105110,-68.932573,NULL,NULL,NULL
43,"Mikve Israel Synagogue (IV)",1732,f43w,e43a,entrance,base,attic,"base: attic",2,1732,6,"Willemstad, Curacao",12.105110,-68.932573,NULL,NULL,NULL
43,"Mikve Israel Synagogue (IV)",1732,f43w,e43a,entrance,plinth,square,"plinth: square",2,1732,6,"Willemstad, Curacao",12.105110,-68.932573,NULL,NULL,NULL
43,"Mikve Israel Synagogue (IV)",1732,f43w,e43a,entrance,"door frame",round-headed,"door frame: round-headed",1,1732,6,"Willemstad, Curacao",12.105110,-68.932573,NULL,NULL,NULL
43,"Mikve Israel Synagogue (IV)",1732,f43w,e43a,entrance,door,"double panelled","door: double panelled",1,1732,6,"Willemstad, Curacao",12.105110,-68.932573,NULL,NULL,NULL
43,"Mikve Israel Synagogue (IV)",1732,f43w,e43a,entrance,architrave,simple,"architrave: simple",1,1732,6,"Willemstad, Curacao",12.105110,-68.932573,NULL,NULL,NULL
43,"Mikve Israel Synagogue (IV)",1732,f43w,e43a,entrance,entablature,,entablature,1,1732,6,"Willemstad, Curacao",12.105110,-68.932573,NULL,NULL,NULL
43,"Mikve Israel Synagogue (IV)",1732,f43w,e43a,entrance,frieze,,frieze,1,1732,6,"Willemstad, Curacao",12.105110,-68.932573,NULL,NULL,NULL
43,"Mikve Israel Synagogue (IV)",1732,f43w,e43a,entrance,cornice,"element cap cornice","cornice: element cap cornice",1,1732,6,"Willemstad, Curacao",12.105110,-68.932573,NULL,NULL,NULL
43,"Mikve Israel Synagogue (IV)",1732,f43w,e43a,entrance,spandrel,,spandrel,2,1732,6,"Willemstad, Curacao",12.105110,-68.932573,NULL,NULL,NULL
43,"Mikve Israel Synagogue (IV)",1732,f43s,e43b,entrance,"door frame",,"door frame",1,1732,6,"Willemstad, Curacao",12.105110,-68.932573,NULL,NULL,NULL
22,"Great Synagogue [Moses Hart's Shul] (second, near Duke's Place)",1722,f22n,e22a,entrance,"door frame",,"door frame",2,1722,8,"London, England",51.514313,-0.077881,76,"Epstein, 1996",61
133,"Great Synagogue (Duke's Place, enlargement)",1766,f133n,e133a,entrance,"door frame",,"door frame",1,1766,8,"London, England",51.514313,-0.077881,76,"Epstein, 1996",66
133,"Great Synagogue (Duke's Place, enlargement)",1766,f133n,e133b,entrance,"door frame",,"door frame",1,1766,8,"London, England",51.514313,-0.077881,76,"Epstein, 1996",66
31,"Great Synagogue (third, near Duke's Place)",1790,f31e,e31a,entrance,"door frame",flat-headed,"door frame: flat-headed",1,1790,8,"London, England",51.514313,-0.077881,76,"Epstein, 1996",75
31,"Great Synagogue (third, near Duke's Place)",1790,f31e,e31a,entrance,door,"single panelled","door: single panelled",1,1790,8,"London, England",51.514313,-0.077881,76,"Epstein, 1996",75
31,"Great Synagogue (third, near Duke's Place)",1790,f31e,e31a,entrance,architrave,simple,"architrave: simple",1,1790,8,"London, England",51.514313,-0.077881,76,"Epstein, 1996",75
31,"Great Synagogue (third, near Duke's Place)",1790,f31e,e31a,entrance,"blind arch",round,"blind arch: round",1,1790,8,"London, England",51.514313,-0.077881,76,"Epstein, 1996",75
31,"Great Synagogue (third, near Duke's Place)",1790,f31e,e31b,entrance,"door frame",flat-headed,"door frame: flat-headed",1,1790,8,"London, England",51.514313,-0.077881,76,"Epstein, 1996",75
31,"Great Synagogue (third, near Duke's Place)",1790,f31e,e31b,entrance,door,"single panelled","door: single panelled",1,1790,8,"London, England",51.514313,-0.077881,76,"Epstein, 1996",75
31,"Great Synagogue (third, near Duke's Place)",1790,f31e,e31b,entrance,architrave,simple,"architrave: simple",1,1790,8,"London, England",51.514313,-0.077881,76,"Epstein, 1996",75
31,"Great Synagogue (third, near Duke's Place)",1790,f31e,e31b,entrance,"blind arch",round,"blind arch: round",1,1790,8,"London, England",51.514313,-0.077881,76,"Epstein, 1996",75
31,"Great Synagogue (third, near Duke's Place)",1790,f31n,e31c,entrance,"door frame",,"door frame",1,1790,8,"London, England",51.514313,-0.077881,76,"Epstein, 1996",75
31,"Great Synagogue (third, near Duke's Place)",1790,f31w,e31d,entrance,"door frame",,"door frame",1,1790,8,"London, England",51.514313,-0.077881,76,"Epstein, 1996",73
31,"Great Synagogue (third, near Duke's Place)",1790,f31w,e31e,entrance,"door frame",,"door frame",1,1790,8,"London, England",51.514313,-0.077881,76,"Epstein, 1996",73
31,"Great Synagogue (third, near Duke's Place)",1790,f31n,e31c,entrance,architrave,simple,"architrave: simple",1,1790,8,"London, England",51.514313,-0.077881,76,"Epstein, 1996",75
31,"Great Synagogue (third, near Duke's Place)",1790,f31n,e31c,entrance,pediment,triangular,"pediment: triangular",1,1790,8,"London, England",51.514313,-0.077881,76,"Epstein, 1996",75
31,"Great Synagogue (third, near Duke's Place)",1790,f31n,e31c,entrance,console,,console,2,1790,8,"London, England",51.514313,-0.077881,76,"Epstein, 1996",75
31,"Great Synagogue (third, near Duke's Place)",1790,f31n,e31c,entrance,"blind arch",round,"blind arch: round",1,1790,8,"London, England",51.514313,-0.077881,76,"Epstein, 1996",75
31,"Great Synagogue (third, near Duke's Place)",1790,f31n,e31c,entrance,stoop,,stoop,1,1790,8,"London, England",51.514313,-0.077881,76,"Epstein, 1996",75
137,"Neveh Shalom",1612,f137w,e137a,entrance,door,"single panelled","door: single panelled",2,1612,1,"Amsterdam, Netherlands",52.368346,4.902987,86,"Zantkuyl, 1970",NULL
137,"Neveh Shalom",1612,f137e,e137a,entrance,door,"single panelled","door: single panelled",2,1612,1,"Amsterdam, Netherlands",52.368346,4.902987,86,"Zantkuyl, 1970",NULL
137,"Neveh Shalom",1612,f137w,e137a,entrance,"door frame",flat-headed,"door frame: flat-headed",2,1612,1,"Amsterdam, Netherlands",52.368346,4.902987,86,"Zantkuyl, 1970",NULL
137,"Neveh Shalom",1612,f137e,e137a,entrance,"door frame",flat-headed,"door frame: flat-headed",2,1612,1,"Amsterdam, Netherlands",52.368346,4.902987,86,"Zantkuyl, 1970",NULL
137,"Neveh Shalom",1612,f137w,e137b,entrance,door,"single panelled","door: single panelled",1,1612,1,"Amsterdam, Netherlands",52.368346,4.902987,86,"Zantkuyl, 1970",NULL
