donor,donor_type,donor_id_loc,donor_loc_name,donor_lat,donor_lon,recipient_id,recipient_name,recipient_type,recipient_congregation,recipient_id_loc,recipient_loc_name,recipient_lat,recipient_lon,contr_type,RE_type,contr_year,contr_amt,curr_type,contr_honors,citation,pg
"Joseph Mendes de Castro",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,1,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"Abraham de Mercado",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,1.1,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"Ishac Senior Henriques",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,1.1,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"Abraham e Ishac Dias Arias",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,2,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"Rohiel Abudiente",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,2,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"Jacob Bravo",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,2,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"David Penso",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,1.05,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"Ishac Israel Correa",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,1.1,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"Isaac Israel Henriques",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,2.1,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"Rephael Penso",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,1,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"Jacob Teixeira de Matos",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,2.1,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"Moses de David Curiel",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,1,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"Pinhas Gomes Serra",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,2.1,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"Jacob Mendes de Brito",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,2.1,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"Moseh Israel Nunes",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,2.1,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"Joseph Cohen de Azevedo",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,1.1,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"Abraham Roiz de Paiva",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,1.05,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"David Abarbanel",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,0.15,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"Joseph Abarbanel",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,0.15,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"Ishac da Costa Alvarenga",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,1.1,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"Benjamin (Wolf bar Moseh) Levy",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,4,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"Abraham Nunes Correa",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,1,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"Semuel da Costa Alvarenga",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,2,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"Moseh de Francia",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,1.1,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"Joseph Israel Henriques",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,2.1,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"Samuel de Caseres",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,4,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"Abraham Lopes de Brito",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,4,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"Abraham Vaes Martines",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,2,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"Abraham Haim Mendes",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,1.15,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"Moseh de Medina",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,3,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"Simson Abudiente",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,2,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"Eliau Abenacar Bomdia",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,1.05,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"Joseph Abenacar Pestana",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,0.1,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"Joseph de Francia",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,2.1,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"Benjamin Nunes",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,0.1,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"Abraham Lopes de Cordova",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,1,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"Jacob Haim Gabay",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,2,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"Dr. Ishac de Avila",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,1.05,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"Jacob Escudeiro",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,2,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"Ishac Lopes Lameira",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,2,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"Ishac Henriques Moreno",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,1.05,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"Abraham Bernal",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,2,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"Abraham Mendes Machado",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"Abraham Henriques Soares",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,0.1,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"Ishac [ & Eliau] Lindo",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,2,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"Abraham de Almeida",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,1,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"Joseph Barzilay",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,1,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"Daniel Martines",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,1.1,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"Aaron Baruh Alvares",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,1.1,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"David de Faro",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,2,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"Dor. Ishac Frois",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,1,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"Moseh de Caseres",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,1,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"Jahacob de Pas  Morenu",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,1,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"Abraham Israel Correa",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,0.1,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"ImanueI Barzilay",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,0.1,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"Semuel de Avila",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,1.1,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"Jacob de Saa",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,1,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"Isaac Mocatta",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,1,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"Abraham Salazar e Ishac Fernandes",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,0.1,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"Abraham e Jacob de Lozada",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,1,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"David Mendes Henriques",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,1.1,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"Mayer (Meir) Levy",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,1.1,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"Abraham Delgado",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,1,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"Selomoh de Medina",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,4,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"Ishac Henriques Feriera",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,3,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"Joseph Henriques Sequeira",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,5,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"Ishac Lopes Pereira",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,2,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"Benjamin Vega",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,2,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"Ishac Rodrigues Portello",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,2.1,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"Ishac Rodrigues Mogadoiro",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,2,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"Jacob Gonsales",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,3,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"Moseh de Francia",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,3,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"Ishac Semah de Valencia",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,1.1,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"Moseh Henriques Juliao",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,1,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"Matatiah Sarphaty",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,2,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
"Jehosuah Sarphaty",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,1.1,"pounds sterling",,"Gaster, Moses. 1901. History of the Ancient Synagogue of the Spanish and Portuguese Jews. London: Bevis Marks.",76
